  ,
1993/1/1,676.95
1993/1/4,671.8
1993/1/5,674.34
1993/1/6,681.85
1993/1/7,678.21
1993/1/8,677.21
1993/1/11,682.4
1993/1/12,679.45
1993/1/13,686.78
1993/1/14,695.7
1993/1/15,697.15
1993/1/18,698.13
1993/1/19,696.81
1993/1/20,697.44
1993/1/21,700.77
1993/1/22,701.63
1993/1/25,706.95
1993/1/26,707.16
1993/1/27,697.9
1993/1/28,694.67
1993/1/29,696.34
1993/2/1,701.77
1993/2/2,705.12
1993/2/3,708.67
1993/2/4,708.85
1993/2/5,700.98
1993/2/8,698.44
1993/2/9,692.21
1993/2/10,695.02
1993/2/11,695.88
1993/2/12,690.53
1993/2/15,690.53
1993/2/16,665.39
1993/2/17,659.43
1993/2/18,662.45
1993/2/19,663.61
1993/2/22,652.42
1993/2/23,651.4
1993/2/24,662.46
1993/2/25,667.07
1993/2/26,670.77
1993/3/1,669.51
1993/3/2,677.72
1993/3/3,683.92
1993/3/4,680.73
1993/3/5,681.37
1993/3/8,687.23
1993/3/9,688.96
1993/3/10,692.87
1993/3/11,694.28
1993/3/12,692.78
1993/3/15,695.21
1993/3/16,695.47
1993/3/17,687.4
1993/3/18,687.41
1993/3/19,682.72
1993/3/22,676.62
1993/3/23,675.04
1993/3/24,674.36
1993/3/25,681.01
1993/3/26,681.54
1993/3/29,680.76
1993/3/30,686.25
1993/3/31,690.13
1993/4/1,686.64
1993/4/2,669.85
1993/4/5,670.71
1993/4/6,664.14
1993/4/7,668.88
1993/4/8,666.33
1993/4/9,666.33
1993/4/12,673.12
1993/4/13,673.83
1993/4/14,673.94
1993/4/15,670.32
1993/4/16,666.78
1993/4/19,663.03
1993/4/20,661.97
1993/4/21,664.04
1993/4/22,663.51
1993/4/23,658.41
1993/4/26,645.87
1993/4/27,652.52
1993/4/28,658.16
1993/4/29,658.45
1993/4/30,661.42
1993/5/3,666.71
1993/5/4,678.16
1993/5/5,683.26
1993/5/6,680.04
1993/5/7,681.44
1993/5/10,682.82
1993/5/11,683.06
1993/5/12,681.69
1993/5/13,675.64
1993/5/14,676.37
1993/5/17,677.96
1993/5/18,680.78
1993/5/19,690.43
1993/5/20,697.43
1993/5/21,694.29
1993/5/24,694.69
1993/5/25,695.04
1993/5/26,704.09
1993/5/27,704.59
1993/5/28,700.53
1993/5/31,700.53
1993/6/1,704.28
1993/6/2,705.86
1993/6/3,706.22
1993/6/4,702.01
1993/6/7,694.61
1993/6/8,687.74
1993/6/9,689.24
1993/6/10,688.05
1993/6/11,693.19
1993/6/14,696.41
1993/6/15,697.34
1993/6/16,696.25
1993/6/17,695.94
1993/6/18,689.59
1993/6/21,688.74
1993/6/22,686.77
1993/6/23,684.79
1993/6/24,688.72
1993/6/25,694.81
1993/6/28,702.84
1993/6/29,701.07
1993/6/30,703.95
1993/7/1,703.59
1993/7/2,704.49
1993/7/5,704.49
